name,cname
St Thomas Mini Museum,United Kingdom
Chiseldon Museum,United Kingdom
Bishops Stortford Museum,United Kingdom
The William Marriott Museum,United Kingdom
Highland Aviation Museum,United Kingdom
Far Eastern Prisoners Of War Museum,United Kingdom
Chelsea Stadium Tour And Museum,United Kingdom
Winkies Castle Folk Museum,United Kingdom
Old Police Cells Museum,United Kingdom
Market Drayton Museum And Resource Centre,United Kingdom
Cheddar Caves And Gorge - Museum of Prehistory,United Kingdom
Sudbury Heritage Centre & Museum,United Kingdom
Atholl Palace Museum,United Kingdom
Ash Museum,United Kingdom
Deaf Museum And Archive,United Kingdom
Scalloway Museum,United Kingdom
Greek Orthodox Cathedral Treasury Museum,United Kingdom
W.O. Bentley Memorial Museum,United Kingdom
David Mellor Design Museum,United Kingdom
Peter Edwards Museum And Library,United Kingdom
Rushden Museum,United Kingdom
Museum of Policing In Cheshire,United Kingdom
Widnes Rugby League Museum,United Kingdom
The National Speedway Museum,United Kingdom
Foresters Museum & Archive,United Kingdom
Guys Mini Museum,United Kingdom
Rugby School Museum,United Kingdom
Dent Village Heritage Centre and Museum,United Kingdom
Gordon Russell Design Museum,United Kingdom
National Sikh Heritage Centre & Holocaust Museum,United Kingdom
Lothlorien Emporium And Toy Museum,United Kingdom
South East Romany Museum,United Kingdom
The Donald Mcgill Museum,United Kingdom
Stow Maries Great War Aerodrome Museum,United Kingdom
Ferryman's Hut Museum,United Kingdom
Kurdish Museum Library and Archive,United Kingdom
Southburn Archaeological Museum,United Kingdom
Museum of The Post Office In The Community,United Kingdom
Marlow Museum,United Kingdom
Shere Museum,United Kingdom
Bottisham Airfield Museum,United Kingdom
Hertfordshire Fire Brigade Museum,United Kingdom
The Lawrence Room (Girton's Museum Collection),United Kingdom
Crediton Museum,United Kingdom
Brooks Collectables And Museum,United Kingdom
Woodend Colliery Mining Museum,United Kingdom
Mr Vacuum Cleaner Museum,United Kingdom
North Frodingham Local History Museum,United Kingdom
Armadale Museum,United Kingdom
Queen Marys Hospital Museum Exhibition,United Kingdom
Bay Museum,United Kingdom
Diving Museum,United Kingdom
Lancashire Titanic Museum,United Kingdom
Lancashire County Cricket Club Museum,United Kingdom
Yorkshire Cricket Museum,United Kingdom
Musselburgh Museum,United Kingdom
Cefn Mawr and District Museum,United Kingdom
Museum of the Book,United Kingdom
Lancaster Police Museum,United Kingdom
Midhurst Museum,United Kingdom
Bursledon Brickworks Industrial Museum,United Kingdom
Mr Georges Museum of Time,United Kingdom
Oswestry Town Museum,United Kingdom
Warwickshire County Cricket Club Museum,United Kingdom
The Mad Museum,United Kingdom
Wolves Museum,United Kingdom
Bath Medical Museum,United Kingdom
Clockworks Museum,United Kingdom
John Gray Centre Museum,United Kingdom
Belford Hidden History Museum,United Kingdom
Alfred Denny Museum,United Kingdom
Museum of Bath Stone,United Kingdom
West Kirby Museum,United Kingdom
Coastal Communities Museum,United Kingdom
Palestine Museum and Cultural Centre Bristol,United Kingdom
Armourgeddon Military Museum,United Kingdom
Broadway Museum & Art Gallery,United Kingdom
Bilsthorpe Heritage Museum,United Kingdom
Bradford Police Museum,United Kingdom
Charlton Athletic Museum,United Kingdom
Kent Firefighting Museum,United Kingdom
The Hockey Museum,United Kingdom
The True Crime Museum,United Kingdom
Purbeck Mineral And Mining Museum,United Kingdom
Brighton And Hove Albion Football Club Museum,United Kingdom
Bewcastle Museum,United Kingdom
Corwen Museum,United Kingdom
Huguenot Museum,United Kingdom
Warrington Museum of Freemasonry,United Kingdom
Cloverlands Model Car Museum,United Kingdom
Camera Museum,United Kingdom
The Budding Foundation Museum of Gardening,United Kingdom
New Glyn Valley Tramway & Industrial Heritage Trust Museum,United Kingdom
Museum of Antiquities,United Kingdom
Warley Museum,United Kingdom
Isle of Wight Glass Museum,United Kingdom
The Charterhouse Museum,United Kingdom
Museum of Funeral History,United Kingdom
Museum of the Blessed Virgin Mary,United Kingdom
We'll Meet Again Homefront Museum,United Kingdom
Mining Art Museum,United Kingdom
Ainsworth And Sons Ltd Museum,United Kingdom
Museum 4 Watton,United Kingdom
Ottery Heritage Museum,United Kingdom
Shire Hall Historic Courthouse Museum,United Kingdom
Norfolk Museum of Freemasonry,United Kingdom
Biggin Hill Memorial Museum,United Kingdom
The Museum of Saint John Henry Cardinal Newman,United Kingdom
Swedenborg Society Museum,United Kingdom
Wight Aviation Museum,United Kingdom
Faringdon Museum,United Kingdom
Captain Fawcett's Emporium Marvellous Barbershop Museum,United Kingdom
Exeter City Football Club Museum,United Kingdom
Cateran Ecomuseum,United Kingdom
Migration Museum,United Kingdom
Duncan Edwards Museum,United Kingdom
River Tweed Salmon Fishing Museum,United Kingdom
Radlett and District Museum,United Kingdom
National Film and Sci-Fi Museum,United Kingdom
Glasgow Central Station Museum,United Kingdom
Royal Berkshire Regiment Museum,United Kingdom
Bryn-Eithyn Hall Folk Museum,United Kingdom
Brewery Farm Museum,United Kingdom
West Green House Agricultural Museum,United Kingdom
Hertford Railway Museum,United Kingdom
Repton School Museum,United Kingdom
Aston Magna Bygones Museum,United Kingdom
Kirbee Rural Crafts Museum,United Kingdom
Wakeman's House Museum,United Kingdom
Tingwall Agricultural Museum,United Kingdom
Museum of Gardening,United Kingdom
Agricultural Museum,United Kingdom
Old Forge Museum (Alfriston),United Kingdom
Friargate Waxworks Museum,United Kingdom
Lost Street Museum,United Kingdom
Museum of Classical Archaeology (UCL Collections),United Kingdom
Yafford Mill And Farm Museum,United Kingdom
Laundry & Mangle Museum,United Kingdom
Minton Museum,United Kingdom
Tom Varley Museum of Steam,United Kingdom
Birchills Canal Museum,United Kingdom
Calleva Museum,United Kingdom
Graemeshall Museum,United Kingdom
Thurso Heritage Museum,United Kingdom
Bomber County Aviation Museum,United Kingdom
Mow Cop Chapel Museum,United Kingdom
St Francis & Hurstwood Park Hospital Museum,United Kingdom
Mervyn Quinlan Museum,United Kingdom
Edinburgh Police Museum,United Kingdom
Metropolitan Traffic Police Museum,United Kingdom
Bro Aman Museum,United Kingdom
Museum No. 2. Monocotyledons and Cryptogams,United Kingdom
Museum of Economic Botany,United Kingdom
Cheltenham College Museum,United Kingdom
Dr. Griersons Museum,United Kingdom
Dunimarle Museum,United Kingdom
Charterhouse School Museum,United Kingdom
Carnegie Museum,United Kingdom
Bootle Museum And Art Gallery,United Kingdom
Dewsbury Museum & Gallery,United Kingdom
Tollcross Museum,United Kingdom
"City And County Museum, Lincoln",United Kingdom
Museum of British Forestry,United Kingdom
Barrack Street Museum,United Kingdom
Colne Public Library And Museum,United Kingdom
Mercer Museum And Art Gallery,United Kingdom
Burton Museum,United Kingdom
Gray Art Gallery & Museum,United Kingdom
Tubwell Row Museum,United Kingdom
Museum of Isle Of Wight Geology,United Kingdom
Broomfield House Museum,United Kingdom
Kodak Museum,United Kingdom
Welch Regiment Museum (41st/69th Foot) of the Royal Regiment of Wales,United Kingdom
Avery Historical Museum,United Kingdom
Kidderminster Museum And Art Gallery,United Kingdom
The Heathcote Museum,United Kingdom
The Furness Museum,United Kingdom
Royal Sussex Regimental Museum,United Kingdom
Cannon Hill Nature Centre & Museum,United Kingdom
Blindiana Museum,United Kingdom
Rowleys House Museum,United Kingdom
Saltwell Park Museum,United Kingdom
Joseph Chamberlain Memorial Museum,United Kingdom
Wakefield Museum And Art Gallery,United Kingdom
Wiltshire College Museum of Agriculture & Rural Life,United Kingdom
The Cecil Higgins Museum,United Kingdom
Hastings Old Town Hall Museum,United Kingdom
Bath Carriage Museum,United Kingdom
The Reitlinger Bequest Museum,United Kingdom
Woodend Museum of Natural History,United Kingdom
Queen Anne House Museum,United Kingdom
Warwick Doll Museum,United Kingdom
Grindon Museum,United Kingdom
Kent Fire Brigade Museum,United Kingdom
Museum of Childhood And Costume,United Kingdom
North Berwick Museum,United Kingdom
Staff College Museum,United Kingdom
Scottish Horse Regimental Museum,United Kingdom
Wormhill Farm Museum,United Kingdom
Brighton Motor Museum,United Kingdom
Yr Hen Gapel Museum,United Kingdom
Gods House Tower - Museum of Archaeology,United Kingdom
Bedwyn Stone Museum,United Kingdom
The Midland Motor Museum,United Kingdom
Welsh Brigade Museum,United Kingdom
Rothesay Museum,United Kingdom
Yelde Hall Museum,United Kingdom
Goughs Motor Museum,United Kingdom
White House Museum of Buildings And Country Life,United Kingdom
Tonge Moor Textile Machinery Museum,United Kingdom
Arlington Mill Museum,United Kingdom
York Racing Museum,United Kingdom
Clannaborough Farm Museum,United Kingdom
Churchill House Museum & Hatton Gallery,United Kingdom
Southampton Maritime Museum,United Kingdom
The Ark Museum,United Kingdom
Museum of The Lancashire Textile Industries,United Kingdom
Leicester Railway Museum,United Kingdom
Royal Army Dental Corps Historical Museum,United Kingdom
Yorkshire Museum of Carriages and Horse Drawn Vehicles,United Kingdom
Dolphin Sailing Barge Museum,United Kingdom
Regimental Museum of 1st The Queens Dragoon Guards,United Kingdom
Winchcombe Railway Museum,United Kingdom
Gladstone Court Museum,United Kingdom
Exeter Maritime Museum,United Kingdom
Clive House Museum,United Kingdom
Banham International Motor Museum,United Kingdom
Haxted Watermill Museum,United Kingdom
Museum of Fire,United Kingdom
Bath Easton Museum,United Kingdom
Dodington Carriage Museum,United Kingdom
Chester Motor Museum,United Kingdom
Woolstaplers Hall Museum,United Kingdom
Doune Motor Museum,United Kingdom
Wolferton Station Museum,United Kingdom
Norham Station Museum,United Kingdom
Finchcocks Musical Museum,United Kingdom
The Lyc Museum & Art Gallery,United Kingdom
Torbay Aircraft Museum,United Kingdom
Headland Museum,United Kingdom
Museum of Local Life,United Kingdom
Mouldsworth Motor Museum,United Kingdom
Earby Lead Mining Museum,United Kingdom
Southend Historic Aircraft Museum,United Kingdom
Bexhill Costume And Social History Museum,United Kingdom
Blackgang Sawmill Museum,United Kingdom
Chiltern Sound Phonograph Museum,United Kingdom
St. Nicholas Church Museum,United Kingdom
Lochty Private Railway Museum,United Kingdom
Coventry Toy Museum,United Kingdom
Reigate Priory Museum,United Kingdom
Longdale Craft Centre And Museum,United Kingdom
Colmans Mustard Shop & Museum,United Kingdom
"Monkwearmouth Station Museum, Tyne And Wear Museums",United Kingdom
Tudor House Museum (Braintree),United Kingdom
Sudbury Museum,United Kingdom
Doll Museum & Model Railway,United Kingdom
Laundry Museum,United Kingdom
Country Life Museum,United Kingdom
Penrith Steam Museum,United Kingdom
"Social History Museum, Colchester",United Kingdom
Woodhorn Church Museum,United Kingdom
Clarke Hall Educational Museum,United Kingdom
Marshalls Humber Car Museum,United Kingdom
Pennine Farm Museum,United Kingdom
Model Farm Folk Museum and Craft Centre,United Kingdom
The Milne Museum,United Kingdom
Covington School Museum,United Kingdom
Mcdouall Stuart Museum,United Kingdom
R J Mitchell Museum,United Kingdom
"National Mining Museum, Lound Hall",United Kingdom
"Museum of Costume & Textiles, Nottingham",United Kingdom
Millgate Museum,United Kingdom
National Coastguard Museum,United Kingdom
Wrexham Doll And Toy Museum,United Kingdom
Effingham Park Motor Museum,United Kingdom
Bournemouth Transport Museum,United Kingdom
Museum of Bookbinding,United Kingdom
Nairn Fishertown Museum,United Kingdom
Swansea Industrial and Maritime Museum,United Kingdom
Gloucester Transport Museum,United Kingdom
Windermere Steamboat Museum,United Kingdom
Sussex Combined Services Museum,United Kingdom
Oakhill Manor Museum,United Kingdom
Smerrill Farm Museum,United Kingdom
Grandad's Photography Museum,United Kingdom
Chwarel Wynne Slate Mine And Museum,United Kingdom
Midland Motor Museum,United Kingdom
Museum of Agricultural Bygones,United Kingdom
Museum of Country And Agriculture,United Kingdom
National Dairy Museum,United Kingdom
Cheviot Museum And Field Centre,United Kingdom
Grange Cavern Military Museum,United Kingdom
Chatterley Whitfield Mining Museum,United Kingdom
Museum of Scottish Tartans,United Kingdom
Museum of Wiltshire Rural Life,United Kingdom
Bishops Stortford Local History Museum,United Kingdom
Museum of Entertainment,United Kingdom
British Balloon Museum & Library Ltd,United Kingdom
Mcmullen & Sons Brewery Museum,United Kingdom
Museum of British Beer - The World Of Brewing,United Kingdom
Banwell Museum,United Kingdom
Buxton Motor Museum,United Kingdom
St Leger Farm Museum,United Kingdom
Ruskie Small Farm Museum,United Kingdom
Automobilia Transport Museum,United Kingdom
Museum of Sussex Folklore,United Kingdom
Wigston Folk Museum,United Kingdom
Brighton Transport Museum,United Kingdom
"Canal Museum, Nottingham",United Kingdom
Taggart Tile Museum,United Kingdom
Finkley Down Farm Museum,United Kingdom
Surrey Infantry Museum,United Kingdom
Berkswell Village Museum,United Kingdom
Buckingham Movie Museum,United Kingdom
The Atmospheric Railway Museum,United Kingdom
Melrose Motor Museum,United Kingdom
London Toy & Model Museum,United Kingdom
Fordingbridge Doll Museum,United Kingdom
Mark Hall Cycle Museum,United Kingdom
H M Prison Service Museum,United Kingdom
George Eliot Hospital Museum,United Kingdom
Wilton Royal Carpet Factory Museum,United Kingdom
Pittville Pump Room Museum,United Kingdom
Military Vehicle Museum,United Kingdom
Jewish Museum - Finchley,United Kingdom
The Museum of Electricity,United Kingdom
Musgrave Museum,United Kingdom
Bruntingthorpe Aircraft Museum,United Kingdom
Chard Plumbing Museum,United Kingdom
Christchurch Tricycle Museum,United Kingdom
Bear Museum,United Kingdom
Jerome K Jerome Birthplace Museum,United Kingdom
Castle Combe Museum,United Kingdom
Soseki Museum,United Kingdom
Betws-y-Coed Motor Museum,United Kingdom
"Traditional Heritage Museum, University Of Sheffield",United Kingdom
Normanton Church Museum,United Kingdom
The Harmonium Museum,United Kingdom
Tynemouth Toy Museum,United Kingdom
Kelso Museum And Turret Gallery,United Kingdom
Beswick Museum,United Kingdom
Bung Chapel Museum,United Kingdom
The Motor Boat Museum,United Kingdom
British Photographic Museum,United Kingdom
The Royal Observer Corps Museum,United Kingdom
Tymperleys Clock Museum,United Kingdom
Park House Toy Collectors Museum,United Kingdom
Keswick Mining Museum,United Kingdom
How We Lived Then Museum of Shops,United Kingdom
Gower Farm Museum & Tourist Centre,United Kingdom
Weavers Cottage Museum,United Kingdom
The Cumberland Toy & Model Museum,United Kingdom
The Shambles Museum,United Kingdom
The Pumphouse Educational Museum,United Kingdom
Museum of Automata,United Kingdom
"Stapehill Abbey, Crafts, Gardens & Country Museum",United Kingdom
Weymouth Timewalk Museum,United Kingdom
Palacerigg House Museum,United Kingdom
The Staffordshire Police Museum,United Kingdom
Walton Hall Museum,United Kingdom
Snibston Discovery Museum,United Kingdom
Yorkshire Motor Museum,United Kingdom
Biggar Albion Museum,United Kingdom
Balfour Museum of Hampshire Red Cross History,United Kingdom
Dick Galloway Archery Museum,United Kingdom
Stondon Motor Museum,United Kingdom
Wish Tower Puppet Museum,United Kingdom
National Dragonfly Museum,United Kingdom
The James Paterson Museum,United Kingdom
Wetheriggs Pottery & Museum,United Kingdom
Garlogie Powerhouse Museum,United Kingdom
Museum of British Pewter,United Kingdom
Dunkeswell Memorial Museum,United Kingdom
Asian Music Museum,United Kingdom
Todmorden Toy & Model Museum,United Kingdom
Bishops Castle Railway Museum,United Kingdom
Exmoor Classic Car Museum,United Kingdom
Fort Perch Rock Museum,United Kingdom
Anchor Press Museum,United Kingdom
Royal Brierley Crystal Museum,United Kingdom
Museum of RAF Firefighting,United Kingdom
Museum of Motoring Memories,United Kingdom
Rupert Bear Museum,United Kingdom
Musselburgh Doll Museum,United Kingdom
White Lodge Museum,United Kingdom
The Counting House Museum,United Kingdom
Hoylake Lifeboat Museum,United Kingdom
Cotswold Cricket Museum,United Kingdom
Keighley Police Museum,United Kingdom
Military Museum (Kings Lynn),United Kingdom
Prefab Museum,United Kingdom
Ashworth Barracks Museum,United Kingdom
Timehouse: The Timetravellers Museum & Narnia Totnes Shop,United Kingdom
Bradwell Bay Military & Science Museum,United Kingdom
Fish and Chip Museum,United Kingdom
Castle Douglas Art Gallery,United Kingdom
East Lancashire Regiment Gallery,United Kingdom
Hythe Museum,United Kingdom
Wotton Under Edge Heritage Centre,United Kingdom
Beechin Wood Archery Museum,United Kingdom
Braemar Highland Games Centre,United Kingdom
National Paralympic Heritage Centre,United Kingdom
Frank Cooper Marmalade Museum,United Kingdom
Frazer Nash Archives,United Kingdom
Bygones Museum,United Kingdom
Sevenoaks Museum,United Kingdom
Bath Abbey Heritage Vaults,United Kingdom
Braunton and District Museum,United Kingdom
Dunkeld Cathedral Chapter House Museum,United Kingdom
Ledbury Heritage Centre,United Kingdom
Light Infantry Museum,United Kingdom
Nairn Museum,United Kingdom
National Lifeboat Museum,United Kingdom
Northumberland Hussars Museum,United Kingdom
The John Buchan Story,United Kingdom
The John George Joicey Museum,United Kingdom
The Main Guard,United Kingdom
The Merchants House,United Kingdom
The Broadcasting Museum,United Kingdom
York Story,United Kingdom
Agricultural & Rural Museum,United Kingdom
Bond Museum,United Kingdom
The Romany Museum,United Kingdom
London Borough of Bromley Museum,United Kingdom
Merseyside Museum of Labour History,United Kingdom
"Natural History Collections, University of Edinburgh",United Kingdom
The Duke of Lancaster's Own Yeomanry Museum,United Kingdom
Royal United Services Museum,United Kingdom
Stockport Museum,United Kingdom
Lace Museum,United Kingdom
Conwy Mussel Museum,United Kingdom
Guru Nanak Sikh Museum,United Kingdom
Bedford Museum,United Kingdom
Harwich Museum,United Kingdom
Metropolitan Police Service Heritage Centre,United Kingdom
Town Hall Civic Plate Collection,United Kingdom
Williams F1 Grand Prix Collection,United Kingdom
The Holley/Cornelius Collection,United Kingdom
Batley Art Gallery,United Kingdom
Billingham Art Gallery,United Kingdom
The Scottish Crannog Centre,United Kingdom
Woburn Heritage Centre,United Kingdom
Workington Transport Heritage Trust,United Kingdom
York Minster Undercroft,United Kingdom
The Buckie Drifter Maritime Heritage Centre,United Kingdom
Buckie & District Fishing Heritage Centre,United Kingdom
The Cornish Museum,United Kingdom
World of Sooty,United Kingdom
Six Poor Travellers House,United Kingdom
Bluetown Heritage Centre,United Kingdom
Crab Museum,United Kingdom
Crabble Corn Mill,United Kingdom
Eastchurch Aviation Museum,United Kingdom
Hadlow Tower museum,United Kingdom
The C.M Booth Collection,United Kingdom
Celtic Park - The Visitor Experience,United Kingdom
Murrayfield Experience,United Kingdom
The Liverpool FC Story,United Kingdom
British Heritage Exhibition,United Kingdom
King Johns House,United Kingdom
Almond Valley Heritage Centre,United Kingdom
Aycliffe and District Bus Preservation Society,United Kingdom
Battle of Prestonpans Jacobite Museum,United Kingdom
Beaulieu Abbey And Display Of Monastic Life,United Kingdom
Bitterne Local History Society Heritage And Research Centre,United Kingdom
Bollington Discovery Centre,United Kingdom
Breamish Valley Archaeology Exhibition,United Kingdom
Bridgeton Bus Garage,United Kingdom
Britannia Museum,United Kingdom
Clapperton's Photographic Studio,United Kingdom
Coultershaw Heritage Site,United Kingdom
Cousland Smiddy,United Kingdom
Croydon Airport Visitor Centre,United Kingdom
Dawe's Twineworks,United Kingdom
The Dinosaur Farm Museum,United Kingdom
Discover Downham,United Kingdom
Discovery Point,United Kingdom
Dudley Canal and Caverns,United Kingdom
Dunkirk Mill,United Kingdom
East Midlands Aeropark,United Kingdom
Elliott's Grocery Store,United Kingdom
Eyemouth Maritime Centre,United Kingdom
Fetlar Interpretive Centre,United Kingdom
Flamborough Head Lighthouse Visitor Centre,United Kingdom
Garden City Collection,United Kingdom
Gawthorpe Textiles Collection,United Kingdom
Greenhill Covenanters House,United Kingdom
Haverhill and District Local History Centre,United Kingdom
Hay Farm Heavy Horse Centre,United Kingdom
Health Exhibition Centre,United Kingdom
James Guthrie Orchar Art Gallery,United Kingdom
Burrows Toy Museum,United Kingdom
Metheringham Airfield Visitor Centre,United Kingdom
Lamp of Lothian Collegiate Centre,United Kingdom
Rail Story,United Kingdom
Portsoy Salmon Bothy,United Kingdom
Moelfre RNLI Seawatch Centre,United Kingdom
Tigh Hughags Gallery,United Kingdom
World of Country Life,United Kingdom
Stone Science Museum,United Kingdom
Anstruther nuclear bunker,United Kingdom
Purfleet Heritage & Military Centre,United Kingdom
Yorkshire Natural History Museum,United Kingdom
Industrial Health and Safety Centre,United Kingdom
Museum of the Grand Lodge of Scotland,United Kingdom
"Tutankhamun Exhibition, Dorchester",United Kingdom
Elizabeth Hoare Gallery,United Kingdom
Old Chapel Textile Centre,United Kingdom
Newbiggin Maritime Centre,United Kingdom
Derby Old Gaol,United Kingdom
Vinas Dolls Gallery,United Kingdom
Cotehele Discovery Centre,United Kingdom
Aberdeenshire Museums Discovery Centre,United Kingdom
Park Hall Countryside Experience,United Kingdom
Queens Park Art Gallery,United Kingdom
Oakham Treasures,United Kingdom
The Douglas Museum - House of Wonders,United Kingdom
Cinderbury Iron Age Experience,United Kingdom
Crawfordjohn Heritage Venture,United Kingdom
Chain Bridge Honey Farm,United Kingdom
Bygones,United Kingdom
Collectors World,United Kingdom
Alstonefield Geohut,United Kingdom
Bygones at Holkham Park,United Kingdom
Iceni Village,United Kingdom
Gressenhall Farm and Workhouse,United Kingdom
Bellarmine Museum,United Kingdom
Museum of Leathercraft,United Kingdom
Pictavia Visitor Centre,United Kingdom
Skara Brae Visitor Centre,United Kingdom
The Computer Sheds,United Kingdom
Penny Arcadia,United Kingdom
Hands on History Museum,United Kingdom
The Old Sunday School,United Kingdom
The Auld Post Office Museum,United Kingdom
Brading Waxworks,United Kingdom
John Dony Field Centre,United Kingdom
Queen's Mill,United Kingdom
The Thomas Shop Museum,United Kingdom
Bodeilio Weaving Centre,United Kingdom
Terracotta Warriors Museum,United Kingdom
Craven Collection of Classic Motorcycles,United Kingdom
M&C Collection of Historic Motorcycles,United Kingdom
Chichester Cathedral Treasury,United Kingdom
Guildford Cathedral Treasury,United Kingdom
Henry Moore Studios and Gardens,United Kingdom
Mappa Mundi and Chained Library Exhibition,United Kingdom
Minerva Arts Centre,United Kingdom
New Lanark Visitor Centre,United Kingdom
No. 42,United Kingdom
Yorkshire Sculpture Park,United Kingdom
House of Marbles,United Kingdom
Waterlines,United Kingdom
Northlands Viking Centre,United Kingdom
Mary Shelley's House of Frankenstein,United Kingdom
Museum of Sex Objects,United Kingdom
RAF Elsham Wolds Memorial Rooms,United Kingdom
Roman Alcester Museum,United Kingdom
Craigievar Castle,United Kingdom
Mixed Museum,United Kingdom
Cooper Gallery,United Kingdom
Llŷn Maritime Museum,United Kingdom
Lacock Abbey,United Kingdom
Museum of Edinburgh,United Kingdom
McLean Museum,United Kingdom
National Museum of Flight,United Kingdom
Brunel Museum,United Kingdom
Eastney Beam Engine House,United Kingdom
Morwellham Quay,United Kingdom
Duff House,United Kingdom
Royal Armouries,United Kingdom
North Devon Athenaeum,United Kingdom
Museum of Witchcraft and Magic,United Kingdom
Leverian collection,United Kingdom
Linthouse Building,United Kingdom
Museum of Childhood,United Kingdom
Paisley Museum and Art Galleries,United Kingdom
London Dungeon,United Kingdom
Inveraray Jail,United Kingdom
Bancroft Shed,United Kingdom
Blackburn Museum and Art Gallery,United Kingdom
Y Gaer (culteral hub),United Kingdom
Ceramica,United Kingdom
"Water Tower, Chester",United Kingdom
Garden Museum,United Kingdom
Hawkshead Grammar School Museum,United Kingdom
Honourable Artillery Company Museum,United Kingdom
King Edward Mine,United Kingdom
London Museum,United Kingdom
London Museum and Institute of Natural History,United Kingdom
Marischal Museum,United Kingdom
Newman Brothers Coffin Furniture Factory,United Kingdom
Pendon Museum,United Kingdom
Roald Dahl Children's Gallery,United Kingdom
David Livingstone Centre,United Kingdom
Teapot Island,United Kingdom
The Minories,United Kingdom
Jedburgh Castle,United Kingdom
Horniman Museum,United Kingdom
Scarborough Maritime Heritage Centre,United Kingdom
National Museum of Scotland,United Kingdom
Surrey Heath Museum,United Kingdom
Pen Museum,United Kingdom
Museum of Free Derry,United Kingdom
Gairloch Heritage Museum,United Kingdom
Hamilton Low Parks Museum,United Kingdom
Inverness Museum and Art Gallery,United Kingdom
Caerleon Roman Fortress and Baths,United Kingdom
Tain & District Museum,United Kingdom
West Highland Museum,United Kingdom
Royal Air Force Museum,United Kingdom
Museum of Soho,United Kingdom
Berwick Barracks,United Kingdom
Dumfries and Galloway Aviation Museum,United Kingdom
Gracefield Arts Centre,United Kingdom
Jorvik Viking Centre,United Kingdom
Bennie Museum,United Kingdom
Rozelle House,United Kingdom
Englesea Brook Chapel and Museum,United Kingdom
Abington Abbey,United Kingdom
Town Hall,United Kingdom
Charles Dickens Birthplace Museum,United Kingdom
Goddards,United Kingdom
Nicholson Institute And Leek College Of Further Education,United Kingdom
Stuart House,United Kingdom
Ancient House Museum,United Kingdom
The Tolhouse,United Kingdom
Crossley House,United Kingdom
Pakenham Water Mill,United Kingdom
Gunnersbury Park House - Large Mansion,United Kingdom
Church of St Mary,United Kingdom
Elizabethan House Museum,United Kingdom
Ashwell Museum,United Kingdom
Queen Mary's House,United Kingdom
Dunblane Museum,United Kingdom
Old Guildhall,United Kingdom
Aldborough Roman town,United Kingdom
Ynysfach Engine House,United Kingdom
The Tower,United Kingdom
Annan Museum,United Kingdom
Armagh Robinson Library,United Kingdom
Burns House Museum and Library,United Kingdom
St Andrews Preservation Trust Museum,United Kingdom
Dunfermline Carnegie Library,United Kingdom
Andrew Carnegie Birthplace Memorial Museum,United Kingdom
"Skye, Colbost No. 1, Croft Museum",United Kingdom
"Nairn, Cawdor Road, Railway Station, Highland Railway Museum",United Kingdom
"Crieff, 64 Burrell Street, Highland Trust Museum",United Kingdom
Ormiston Institute,United Kingdom
Ballycastle Museum,United Kingdom
Gray's Stationery Shop (and Printing Presses) 49 Main Street Strabane Co. Tyrone Bt82 8au,United Kingdom
Tower Museum,United Kingdom
Glasgow Science Centre,United Kingdom
Royal Museum of Scotland,United Kingdom
Levant Mine and Beam Engine,United Kingdom
Museum of the Gorge,United Kingdom
Victoria and Albert Museum Spiral,United Kingdom
The Gurkha Museum,United Kingdom
Almonry Museum and Heritage Centre,United Kingdom
Bewdley Museum,United Kingdom
Museum Collections Centre,United Kingdom
Portsmouth City Museum,United Kingdom
Biggar Gasworks Museum,United Kingdom
National Museum of Costume,United Kingdom
Ashford Steam Centre,United Kingdom
National Waterways Museum Gloucester,United Kingdom
Sherlock Holmes Museum,United Kingdom
Mull Museum,United Kingdom
Delgatie Castle,United Kingdom
South Georgia Museum,United Kingdom
Blitz and Pieces,United Kingdom
Kington Museum,United Kingdom
Avro Heritage Museum,United Kingdom
Dad's Army Museum,United Kingdom
British National Fencing Museum,United Kingdom
Ruthwell Museum,United Kingdom
Stranraer Museum,United Kingdom
Clowns Gallery-Museum,United Kingdom
"The Viktor Wynd Museum of Curiosities, Fine Art & Natural History",United Kingdom
Victoria and Albert Museum,United Kingdom
No. 1 Royal Crescent,United Kingdom
Corgarff Castle,United Kingdom
Jack the Ripper Museum,United Kingdom
Museum of Wimbledon,United Kingdom
Soldiers of Oxfordshire Museum,United Kingdom
National Football Museum,United Kingdom
Shetland Museum,United Kingdom
Highland Folk Museum,United Kingdom
The Beverley Treasure House,United Kingdom
Craven Museum & Gallery,United Kingdom
HorsePower: The Museum of the King's Royal Hussars,United Kingdom
The Tramshed,United Kingdom
Storiel,United Kingdom
The Museum of the Horse,United Kingdom
Bethlem Museum of the Mind,United Kingdom
Wrexham County Borough Museum and Archives,United Kingdom
V&A Wedgwood Collection,United Kingdom
The Orkney Museum,United Kingdom
Museum of Life Sciences,United Kingdom
Godalming Museum,United Kingdom
Campbeltown Heritage Centre,United Kingdom
Kirbuster Farm Museum,United Kingdom
Skye Museum of Island Life,United Kingdom
Robert Owen Museum,United Kingdom
St Michael's Mount castle,United Kingdom
Sissinghurst Castle,United Kingdom
Groam House Museum,United Kingdom
Ditchling Museum of Art + Craft,United Kingdom
Lowestoft Maritime Museum,United Kingdom
Heralds' Museum,United Kingdom
Kinnaird Head Lighthouse,United Kingdom
Former Model Lodging House For The Great Western Railway,United Kingdom
The Chichester City Museum,United Kingdom
Dunwich Museum,United Kingdom
